,count
2024-04-23 04:58:00,0.0
2024-04-24 00:18:00,0.0
2024-04-24 00:29:00,0.0
2024-04-24 00:57:00,0.0
2024-04-24 01:28:00,0.0
2024-04-24 05:00:00,0.0
2024-04-24 05:11:00,0.0
2024-04-24 20:04:00,0.0
2024-04-24 20:37:00,0.0
2024-04-24 23:26:00,0.0
2024-04-24 23:42:00,0.0
2024-04-25 01:58:00,0.0
2024-04-25 02:04:00,0.0
2024-04-25 02:13:00,0.0
2024-04-25 02:27:00,0.0
2024-04-25 03:41:00,0.0
2024-04-25 04:33:00,0.0
2024-04-25 04:41:00,0.0
2024-04-25 05:05:00,0.0
2024-04-25 09:14:00,0.0
2024-04-25 09:24:00,0.0
2024-04-25 22:43:00,0.0
2024-04-25 23:02:00,0.0
2024-04-26 06:28:00,0.0
2024-04-26 06:48:00,0.0
2024-04-26 07:42:00,0.0
2024-04-26 08:44:00,0.0
2024-04-26 09:11:00,0.0
2024-04-26 10:23:00,0.0
2024-04-26 17:28:00,0.0
2024-04-26 17:36:00,0.0
2024-04-26 20:22:00,0.0
2024-04-26 20:30:00,0.0
2024-04-27 01:52:00,0.0
2024-04-27 02:29:00,0.0
2024-04-27 03:35:00,0.0
2024-04-27 03:40:00,0.0
2024-04-27 03:48:00,0.0
2024-04-27 03:50:00,0.0
2024-04-27 03:52:00,0.0
2024-04-27 04:02:00,0.0
2024-04-27 04:04:00,0.0
2024-04-27 04:05:00,0.0
2024-04-27 04:06:00,0.0
2024-04-27 04:11:00,0.0
2024-04-27 05:48:00,0.0
2024-04-27 05:49:00,0.0
2024-04-27 06:02:00,0.0
2024-04-27 06:03:00,0.0
2024-04-27 06:12:00,0.0
2024-04-27 06:33:00,0.0
2024-04-27 06:53:00,0.0
2024-04-27 07:03:00,0.0
2024-04-27 07:12:00,0.0
2024-04-27 15:07:00,0.0
2024-04-27 16:13:00,0.0
2024-04-27 16:19:00,0.0
2024-04-27 16:35:00,0.0
2024-04-27 16:51:00,0.0
2024-04-27 17:00:00,0.0
2024-04-27 20:59:00,0.0
2024-04-27 22:08:00,0.0
2024-04-27 23:05:00,0.0
2024-04-27 23:17:00,0.0
2024-04-28 00:55:00,0.0
2024-04-28 02:43:00,0.0
2024-04-28 04:10:00,0.0
2024-04-28 04:11:00,0.0
2024-04-28 04:20:00,0.0
2024-04-28 04:24:00,0.0
2024-04-28 04:30:00,0.0
2024-04-28 04:42:00,0.0
2024-04-28 04:51:00,0.0
2024-04-28 07:45:00,0.0
2024-04-28 14:54:00,0.0
2024-04-28 16:10:00,0.0
2024-04-28 17:43:00,0.0
2024-04-28 17:57:00,0.0
2024-04-28 18:13:00,0.0
2024-04-28 18:44:00,0.0
2024-04-28 19:59:00,0.0
2024-04-28 20:47:00,0.0
2024-04-28 20:48:00,0.0
2024-04-28 20:58:00,0.0
2024-04-28 21:04:00,0.0
2024-04-28 21:38:00,0.0
2024-04-28 21:44:00,0.0
2024-04-28 21:50:00,0.0
2024-04-28 22:53:00,0.0
2024-04-28 23:24:00,0.0
2024-04-29 00:06:00,0.0
2024-04-29 00:16:00,0.0
2024-04-29 00:33:00,0.0
2024-04-29 00:53:00,0.0
2024-04-29 01:13:00,0.0
2024-04-29 01:58:00,0.0
2024-04-29 02:25:00,0.0
2024-04-29 04:03:00,0.0
2024-04-29 04:14:00,0.0
2024-04-29 05:34:00,0.0
2024-04-29 21:51:00,0.0
2024-04-29 23:25:00,0.0
2024-04-30 00:17:00,0.0
2024-04-30 00:36:00,0.0
2024-04-30 01:33:00,0.0
2024-04-30 02:37:00,0.0
2024-04-30 02:44:00,0.0
2024-04-30 02:50:00,0.0
2024-04-30 03:47:00,0.0
2024-04-30 04:23:00,0.0
2024-04-30 04:34:00,0.0
2024-04-30 04:54:00,0.0
2024-04-30 05:14:00,0.0
2024-04-30 05:19:00,0.0
2024-04-30 16:28:00,0.0
2024-04-30 16:35:00,0.0
2024-04-30 23:35:00,0.0
2024-05-01 00:58:00,0.0
2024-05-01 01:24:00,0.0
2024-05-01 02:28:00,0.0
2024-05-01 02:41:00,0.0
2024-05-01 03:24:00,0.0
2024-05-01 03:29:00,0.0
2024-05-01 03:50:00,0.0
2024-05-01 04:38:00,0.0
2024-05-01 04:54:00,0.0
2024-05-01 05:46:00,0.0
2024-05-01 06:17:00,0.0
2024-05-01 06:48:00,0.0
2024-05-01 18:16:00,0.0
2024-05-01 18:21:00,0.0
2024-05-01 20:34:00,0.0
2024-05-01 20:54:00,0.0
2024-05-01 22:42:00,0.0
2024-05-01 22:54:00,0.0
2024-05-01 23:46:00,0.0
2024-05-02 02:34:00,0.0
2024-05-02 02:38:00,0.0
2024-05-02 03:18:00,0.0
2024-05-02 03:43:00,0.0
2024-05-02 05:15:00,0.0
2024-05-02 05:31:00,0.0
2024-05-02 05:40:00,0.0
2024-05-02 05:58:00,0.0
2024-05-02 06:56:00,0.0
2024-05-02 14:01:00,0.0
2024-05-02 14:35:00,0.0
2024-05-02 18:09:00,0.0
2024-05-02 18:17:00,0.0
2024-05-02 21:36:00,0.0
2024-05-02 21:52:00,0.0
2024-05-02 22:07:00,0.0
2024-05-02 23:06:00,0.0
2024-05-03 00:13:00,0.0
2024-05-03 00:25:00,0.0
2024-05-03 01:03:00,0.0
2024-05-03 01:11:00,0.0
2024-05-03 01:18:00,0.0
2024-05-03 03:28:00,0.0
2024-05-03 03:58:00,0.0
2024-05-03 04:59:00,0.0
2024-05-03 16:20:00,0.0
2024-05-03 17:24:00,0.0
2024-05-03 22:02:00,0.0
2024-05-03 22:51:00,0.0
2024-05-04 00:04:00,0.0
2024-05-04 00:41:00,0.0
2024-05-04 00:44:00,0.0
2024-05-04 01:11:00,0.0
2024-05-04 01:29:00,0.0
2024-05-04 02:05:00,0.0
2024-05-04 02:30:00,0.0
2024-05-04 03:33:00,0.0
2024-05-04 03:39:00,0.0
2024-05-04 04:02:00,0.0
2024-05-04 04:11:00,0.0
2024-05-04 04:31:00,0.0
2024-05-04 15:20:00,0.0
2024-05-04 15:34:00,0.0
2024-05-04 15:43:00,0.0
2024-05-04 16:28:00,0.0
2024-05-04 19:30:00,0.0
2024-05-04 20:41:00,0.0
2024-05-04 20:55:00,0.0
2024-05-04 21:23:00,0.0
2024-05-04 21:38:00,0.0
2024-05-04 21:41:00,0.0
2024-05-04 21:50:00,0.0
2024-05-04 21:51:00,0.0
2024-05-04 22:02:00,0.0
2024-05-04 22:06:00,0.0
2024-05-04 22:17:00,0.0
2024-05-04 22:36:00,0.0
2024-05-04 22:49:00,0.0
2024-05-04 23:03:00,0.0
2024-05-04 23:08:00,0.0
2024-05-04 23:23:00,0.0
2024-05-05 00:09:00,0.0
2024-05-05 01:40:00,0.0
2024-05-05 02:03:00,0.0
2024-05-05 02:47:00,0.0
2024-05-05 03:01:00,0.0
2024-05-05 08:11:00,0.0
2024-05-05 08:16:00,0.0
2024-05-05 15:46:00,0.0
2024-05-05 16:29:00,0.0
2024-05-05 18:31:00,0.0
2024-05-05 18:42:00,0.0
2024-05-05 19:37:00,0.0
2024-05-05 19:42:00,0.0
2024-05-05 22:04:00,0.0
2024-05-05 22:08:00,0.0
2024-05-05 22:11:00,0.0
2024-05-05 22:13:00,0.0
2024-05-05 22:15:00,0.0
2024-05-05 22:18:00,0.0
2024-05-05 22:21:00,0.0
2024-05-05 22:22:00,0.0
2024-05-05 22:32:00,0.0
2024-05-05 22:38:00,0.0
2024-05-05 22:41:00,0.0
2024-05-05 22:44:00,0.0
2024-05-05 23:00:00,0.0
2024-05-05 23:15:00,0.0
2024-05-05 23:17:00,0.0
2024-05-05 23:22:00,0.0
2024-05-05 23:23:00,0.0
2024-05-05 23:39:00,0.0
2024-05-05 23:40:00,0.0
2024-05-06 00:11:00,0.0
2024-05-06 00:22:00,0.0
2024-05-06 00:41:00,0.0
2024-05-06 00:42:00,0.0
2024-05-06 00:45:00,0.0
2024-05-06 00:55:00,0.0
2024-05-06 01:08:00,0.0
2024-05-06 02:36:00,0.0
2024-05-06 03:22:00,0.0
2024-05-06 03:45:00,0.0
2024-05-06 04:45:00,0.0
2024-05-06 04:53:00,0.0
2024-05-06 05:26:00,0.0
2024-05-06 18:53:00,0.0
2024-05-06 19:01:00,0.0
2024-05-06 21:58:00,0.0
2024-05-06 22:45:00,0.0
2024-05-06 22:48:00,0.0
2024-05-06 22:56:00,0.0
2024-05-06 23:36:00,0.0
2024-05-06 23:59:00,0.0
2024-05-07 00:05:00,0.0
2024-05-07 00:19:00,0.0
2024-05-07 00:25:00,0.0
2024-05-07 00:29:00,0.0
2024-05-07 00:33:00,0.0
2024-05-07 01:25:00,0.0
2024-05-07 01:36:00,0.0
2024-05-07 01:41:00,0.0
2024-05-07 02:36:00,0.0
2024-05-07 03:26:00,0.0
2024-05-07 03:50:00,0.0
2024-05-07 03:52:00,0.0
2024-05-07 03:57:00,0.0
2024-05-07 04:23:00,0.0
2024-05-07 04:27:00,0.0
2024-05-07 04:28:00,0.0
2024-05-07 04:30:00,0.0
2024-05-07 04:31:00,0.0
2024-05-07 04:36:00,0.0
2024-05-07 04:37:00,0.0
2024-05-07 04:38:00,0.0
2024-05-07 04:42:00,0.0
2024-05-07 04:44:00,0.0
2024-05-07 04:50:00,0.0
2024-05-07 18:49:00,0.0
2024-05-07 19:07:00,0.0
2024-05-07 19:23:00,0.0
2024-05-07 19:34:00,0.0
2024-05-07 23:29:00,0.0
2024-05-07 23:37:00,0.0
2024-05-08 00:46:00,0.0
2024-05-08 00:52:00,0.0
2024-05-08 01:32:00,0.0
2024-05-08 02:44:00,0.0
2024-05-08 02:46:00,0.0
2024-05-08 02:59:00,0.0
2024-05-08 03:02:00,0.0
2024-05-08 03:39:00,0.0
2024-05-08 03:43:00,0.0
2024-05-08 04:12:00,0.0
2024-05-08 08:33:00,0.0
2024-05-08 08:40:00,0.0
2024-05-08 19:29:00,0.0
2024-05-08 19:44:00,0.0
2024-05-08 19:50:00,0.0
2024-05-08 19:58:00,0.0
2024-05-08 21:57:00,0.0
2024-05-08 22:04:00,0.0
2024-05-09 01:08:00,0.0
2024-05-09 02:19:00,0.0
2024-05-09 05:10:00,0.0
2024-05-09 05:16:00,0.0
2024-05-09 05:17:00,0.0
2024-05-09 05:30:00,0.0
2024-05-09 05:40:00,0.0
2024-05-09 06:47:00,0.0
2024-05-09 23:40:00,0.0
2024-05-10 00:11:00,0.0
2024-05-10 00:30:00,0.0
2024-05-10 00:35:00,0.0
2024-05-10 00:49:00,0.0
2024-05-10 00:54:00,0.0
2024-05-10 01:06:00,0.0
2024-05-10 01:09:00,0.0
2024-05-10 01:22:00,0.0
2024-05-10 03:31:00,0.0
2024-05-10 03:34:00,0.0
2024-05-10 03:55:00,0.0
2024-05-10 04:50:00,0.0
2024-05-10 17:08:00,0.0
2024-05-10 17:14:00,0.0
2024-05-10 18:16:00,0.0
2024-05-10 18:20:00,0.0
2024-05-10 18:44:00,0.0
2024-05-10 19:33:00,0.0
2024-05-10 20:20:00,0.0
2024-05-10 20:21:00,0.0
2024-05-10 20:36:00,0.0
2024-05-10 20:37:00,0.0
2024-05-10 20:57:00,0.0
2024-05-10 21:20:00,0.0
2024-05-10 21:35:00,0.0
2024-05-10 21:45:00,0.0
2024-05-10 21:50:00,0.0
2024-05-10 23:01:00,0.0
2024-05-10 23:07:00,0.0
2024-05-10 23:28:00,0.0
2024-05-11 00:07:00,0.0
2024-05-11 00:17:00,0.0
2024-05-11 00:34:00,0.0
2024-05-11 01:10:00,0.0
2024-05-11 01:11:00,0.0
2024-05-11 01:23:00,0.0
2024-05-11 02:42:00,0.0
2024-05-11 03:21:00,0.0
2024-05-11 03:26:00,0.0
2024-05-11 03:45:00,0.0
2024-05-11 04:02:00,0.0
2024-05-11 04:05:00,0.0
2024-05-11 04:14:00,0.0
2024-05-11 04:49:00,0.0
2024-05-11 04:50:00,0.0
2024-05-11 05:16:00,0.0
2024-05-11 05:26:00,0.0
2024-05-11 06:11:00,0.0
2024-05-11 06:14:00,0.0
2024-05-11 06:20:00,0.0
2024-05-11 06:31:00,0.0
2024-05-11 06:37:00,0.0
2024-05-11 07:12:00,0.0
2024-05-11 15:22:00,0.0
2024-05-11 15:36:00,0.0
2024-05-11 15:41:00,0.0
2024-05-11 16:01:00,0.0
2024-05-11 16:03:00,0.0
2024-05-11 17:20:00,0.0
2024-05-11 17:29:00,0.0
2024-05-11 17:41:00,0.0
2024-05-11 19:43:00,0.0
2024-05-11 20:55:00,0.0
2024-05-11 21:56:00,0.0
2024-05-11 22:33:00,0.0
2024-05-12 04:33:00,0.0
2024-05-12 04:53:00,0.0
2024-05-12 04:54:00,0.0
2024-05-12 05:17:00,0.0
2024-05-12 05:57:00,0.0
2024-05-12 06:50:00,0.0
2024-05-12 15:37:00,0.0
2024-05-12 15:53:00,0.0
2024-05-12 15:54:00,0.0
2024-05-12 16:14:00,0.0
2024-05-12 17:23:00,0.0
2024-05-12 17:26:00,0.0
2024-05-12 17:47:00,0.0
2024-05-12 18:00:00,0.0
2024-05-12 18:36:00,0.0
2024-05-12 18:48:00,0.0
2024-05-12 19:31:00,0.0
2024-05-12 19:49:00,0.0
2024-05-12 20:12:00,0.0
2024-05-12 20:24:00,0.0
2024-05-12 20:28:00,0.0
2024-05-12 20:30:00,0.0
2024-05-12 20:38:00,0.0
2024-05-12 21:07:00,0.0
2024-05-12 21:09:00,0.0
2024-05-12 21:48:00,0.0
2024-05-12 21:50:00,0.0
2024-05-12 21:51:00,0.0
2024-05-12 21:57:00,0.0
2024-05-12 22:02:00,0.0
2024-05-12 22:04:00,0.0
2024-05-12 22:21:00,0.0
2024-05-12 22:45:00,0.0
2024-05-12 23:18:00,0.0
2024-05-12 23:23:00,0.0
2024-05-13 00:14:00,0.0
2024-05-13 00:20:00,0.0
2024-05-13 00:44:00,0.0
2024-05-13 01:30:00,0.0
2024-05-13 01:39:00,0.0
2024-05-13 01:42:00,0.0
2024-05-13 01:56:00,0.0
2024-05-13 05:14:00,0.0
2024-05-13 06:06:00,0.0
2024-05-13 06:51:00,0.0
2024-05-13 07:01:00,0.0
2024-05-13 15:48:00,0.0
2024-05-13 16:06:00,0.0
2024-05-13 18:09:00,0.0
2024-05-13 18:34:00,0.0
2024-05-13 20:09:00,0.0
2024-05-13 20:16:00,0.0
2024-05-13 20:37:00,0.0
2024-05-13 21:03:00,0.0
2024-05-13 21:25:00,0.0
2024-05-13 22:08:00,0.0
2024-05-13 22:47:00,0.0
2024-05-13 23:09:00,0.0
2024-05-13 23:12:00,0.0
2024-05-13 23:19:00,0.0
2024-05-14 00:07:00,0.0
2024-05-14 00:32:00,0.0
2024-05-14 00:45:00,0.0
2024-05-14 00:46:00,0.0
2024-05-14 01:00:00,0.0
2024-05-14 01:40:00,0.0
2024-05-14 01:42:00,0.0
2024-05-14 01:56:00,0.0
2024-05-14 02:23:00,0.0
2024-05-14 02:31:00,0.0
2024-05-14 02:42:00,0.0
2024-05-14 03:02:00,0.0
2024-05-14 03:34:00,0.0
2024-05-14 03:42:00,0.0
2024-05-14 03:54:00,0.0
2024-05-14 04:02:00,0.0
2024-05-14 04:50:00,0.0
2024-05-14 06:48:00,0.0
2024-05-14 06:53:00,0.0
2024-05-14 07:01:00,0.0
2024-05-14 07:07:00,0.0
2024-05-14 10:42:00,0.0
2024-05-14 11:05:00,0.0
2024-05-14 16:35:00,0.0
2024-05-14 17:18:00,0.0
2024-05-14 17:33:00,0.0
2024-05-14 17:51:00,0.0
2024-05-14 22:24:00,0.0
2024-05-14 22:34:00,0.0
2024-05-14 23:16:00,0.0
2024-05-15 00:44:00,0.0
2024-05-15 00:57:00,0.0
2024-05-15 01:21:00,0.0
2024-05-15 02:26:00,0.0
2024-05-15 02:30:00,0.0
2024-05-15 02:59:00,0.0
2024-05-15 03:20:00,0.0
2024-05-15 03:35:00,0.0
2024-05-15 03:58:00,0.0
2024-05-15 04:00:00,0.0
2024-05-15 04:12:00,0.0
2024-05-15 04:19:00,0.0
2024-05-15 04:56:00,0.0
2024-05-15 05:11:00,0.0
2024-05-15 05:25:00,0.0
2024-05-15 23:21:00,0.0
2024-05-16 00:02:00,0.0
2024-05-16 02:02:00,0.0
2024-05-16 02:16:00,0.0
2024-05-16 02:37:00,0.0
2024-05-16 03:04:00,0.0
2024-05-16 03:26:00,0.0
2024-05-16 03:43:00,0.0
2024-05-16 03:50:00,0.0
2024-05-16 04:03:00,0.0
2024-05-16 04:44:00,0.0
2024-05-16 04:52:00,0.0
2024-05-16 05:13:00,0.0
2024-05-16 05:52:00,0.0
2024-05-16 10:18:00,0.0
2024-05-16 13:27:00,0.0
2024-05-16 20:47:00,0.0
2024-05-16 20:49:00,0.0
2024-05-16 20:54:00,0.0
2024-05-16 22:07:00,0.0
2024-05-16 23:33:00,0.0
2024-05-16 23:52:00,0.0
2024-05-16 23:54:00,0.0
2024-05-17 00:13:00,0.0
2024-05-17 01:40:00,0.0
2024-05-17 02:10:00,0.0
2024-05-17 02:38:00,0.0
2024-05-17 03:06:00,0.0
2024-05-17 03:32:00,0.0
2024-05-17 03:33:00,0.0
2024-05-17 03:43:00,0.0
2024-05-17 04:08:00,0.0
2024-05-17 04:12:00,0.0
2024-05-17 04:14:00,0.0
2024-05-17 04:15:00,0.0
2024-05-17 05:36:00,0.0
2024-05-17 05:40:00,0.0
2024-05-17 05:43:00,0.0
2024-05-17 06:12:00,0.0
2024-05-17 09:19:00,0.0
2024-05-17 09:23:00,0.0
2024-05-17 09:30:00,0.0
2024-05-17 19:31:00,0.0
2024-05-17 19:42:00,0.0
2024-05-17 21:30:00,0.0
2024-05-17 22:19:00,0.0
2024-05-17 22:29:00,0.0
2024-05-17 22:56:00,0.0
2024-05-17 23:08:00,0.0
2024-05-17 23:32:00,0.0
2024-05-18 00:16:00,0.0
2024-05-18 00:32:00,0.0
2024-05-18 00:53:00,0.0
2024-05-18 01:04:00,0.0
2024-05-18 02:44:00,0.0
2024-05-18 02:45:00,0.0
2024-05-18 04:13:00,0.0
2024-05-18 04:15:00,0.0
2024-05-18 15:04:00,0.0
2024-05-18 15:53:00,0.0
2024-05-18 16:01:00,0.0
2024-05-18 16:07:00,0.0
2024-05-18 17:30:00,0.0
2024-05-18 18:13:00,0.0
2024-05-18 19:00:00,0.0
2024-05-18 19:01:00,0.0
2024-05-18 19:14:00,0.0
2024-05-18 19:50:00,0.0
2024-05-18 22:05:00,0.0
2024-05-18 22:19:00,0.0
2024-05-18 23:20:00,0.0
2024-05-18 23:26:00,0.0
2024-05-19 01:05:00,0.0
2024-05-19 01:20:00,0.0
2024-05-19 02:10:00,0.0
2024-05-19 02:12:00,0.0
2024-05-19 03:25:00,0.0
2024-05-19 03:28:00,0.0
2024-05-19 04:05:00,0.0
2024-05-19 04:15:00,0.0
2024-05-19 04:21:00,0.0
2024-05-19 04:38:00,0.0
2024-05-19 04:40:00,0.0
2024-05-19 04:46:00,0.0
2024-05-19 05:00:00,0.0
2024-05-19 05:12:00,0.0
2024-05-19 14:46:00,0.0
2024-05-19 15:05:00,0.0
2024-05-19 17:01:00,0.0
2024-05-19 17:02:00,0.0
2024-05-19 18:45:00,0.0
2024-05-19 18:53:00,0.0
2024-05-19 19:12:00,0.0
2024-05-19 20:52:00,0.0
2024-05-19 23:38:00,0.0
2024-05-20 00:40:00,0.0
2024-05-20 02:26:00,0.0
2024-05-20 02:45:00,0.0
2024-05-20 14:56:00,0.0
2024-05-20 15:57:00,0.0
2024-05-20 19:01:00,0.0
2024-05-20 19:29:00,0.0
2024-05-20 19:58:00,0.0
2024-05-20 20:02:00,0.0
2024-05-20 20:10:00,0.0
2024-05-20 20:20:00,0.0
2024-05-20 20:24:00,0.0
2024-05-20 20:28:00,0.0
2024-05-20 20:55:00,0.0
2024-05-20 21:26:00,0.0
2024-05-20 21:37:00,0.0
2024-05-20 21:38:00,0.0
2024-05-20 21:41:00,0.0
2024-05-20 23:02:00,0.0
2024-05-20 23:07:00,0.0
2024-05-20 23:34:00,0.0
2024-05-20 23:49:00,0.0
2024-05-21 00:08:00,0.0
2024-05-21 00:16:00,0.0
2024-05-21 00:24:00,0.0
2024-05-21 01:48:00,0.0
2024-05-21 02:49:00,0.0
2024-05-21 03:22:00,0.0
2024-05-21 03:36:00,0.0
2024-05-21 04:20:00,0.0
2024-05-21 17:22:00,0.0
2024-05-21 18:02:00,0.0
2024-05-22 00:16:00,0.0
2024-05-22 00:26:00,0.0
2024-05-22 00:51:00,0.0
2024-05-22 01:22:00,0.0
2024-05-22 02:08:00,0.0
2024-05-22 02:49:00,0.0
2024-05-22 03:34:00,0.0
2024-05-22 03:39:00,0.0
2024-05-22 03:45:00,0.0
2024-05-22 04:07:00,0.0
2024-05-22 04:28:00,0.0
2024-05-22 04:52:00,0.0
2024-05-22 05:06:00,0.0
2024-05-22 05:21:00,0.0
2024-05-22 05:36:00,0.0
2024-05-22 16:48:00,0.0
2024-05-22 17:08:00,0.0
2024-05-22 22:25:00,0.0
2024-05-22 23:12:00,0.0
2024-05-22 23:53:00,0.0
2024-05-23 00:13:00,0.0
2024-05-23 00:22:00,0.0
2024-05-23 01:07:00,0.0
2024-05-23 01:48:00,0.0
2024-05-23 02:01:00,0.0
2024-05-23 02:10:00,0.0
2024-05-23 02:12:00,0.0
2024-05-23 02:34:00,0.0
2024-05-23 03:23:00,0.0
2024-05-23 03:29:00,0.0
2024-05-23 03:48:00,0.0
2024-05-23 04:03:00,0.0
2024-05-23 04:09:00,0.0
2024-05-23 04:21:00,0.0
2024-05-23 04:33:00,0.0
2024-05-23 04:40:00,0.0
2024-05-23 05:03:00,0.0
2024-05-23 05:33:00,0.0
2024-05-23 18:12:00,0.0
2024-05-23 18:22:00,0.0
2024-05-23 18:51:00,0.0
2024-05-23 18:58:00,0.0
2024-05-23 19:53:00,0.0
2024-05-23 19:55:00,0.0
2024-05-23 19:56:00,0.0
2024-05-23 20:00:00,0.0
2024-05-23 20:04:00,0.0
2024-05-23 20:14:00,0.0
2024-05-23 20:20:00,0.0
2024-05-23 20:21:00,0.0
2024-05-23 20:28:00,0.0
2024-05-23 20:29:00,0.0
2024-05-23 20:51:00,0.0
2024-05-23 21:40:00,0.0
2024-05-23 23:10:00,0.0
2024-05-23 23:18:00,0.0
2024-05-24 00:32:00,0.0
2024-05-24 01:31:00,0.0
2024-05-24 01:40:00,0.0
2024-05-24 01:53:00,0.0
2024-05-24 02:22:00,0.0
