,timestamp,concurrent
0,2024-04-06 09:27:00,1
1,2024-04-06 09:37:00,1
2,2024-04-06 09:47:00,1
3,2024-04-06 09:57:00,1
4,2024-04-06 10:07:00,1
5,2024-04-06 10:17:00,0
6,2024-04-06 10:27:00,0
7,2024-04-06 10:37:00,0
8,2024-04-06 10:47:00,0
9,2024-04-06 10:57:00,0
10,2024-04-06 11:07:00,0
11,2024-04-06 11:17:00,0
12,2024-04-06 11:27:00,0
13,2024-04-06 11:37:00,0
14,2024-04-06 11:47:00,0
15,2024-04-06 11:57:00,0
16,2024-04-06 12:07:00,0
17,2024-04-06 12:17:00,0
18,2024-04-06 12:27:00,0
19,2024-04-06 12:37:00,0
20,2024-04-06 12:47:00,0
21,2024-04-06 12:57:00,0
22,2024-04-06 13:07:00,0
23,2024-04-06 13:17:00,0
24,2024-04-06 13:27:00,0
25,2024-04-06 13:37:00,0
26,2024-04-06 13:47:00,0
27,2024-04-06 13:57:00,0
28,2024-04-06 14:07:00,0
29,2024-04-06 14:17:00,0
30,2024-04-06 14:27:00,0
31,2024-04-06 14:37:00,0
32,2024-04-06 14:47:00,0
33,2024-04-06 14:57:00,0
34,2024-04-06 15:07:00,0
35,2024-04-06 15:17:00,0
36,2024-04-06 15:27:00,0
37,2024-04-06 15:37:00,0
38,2024-04-06 15:47:00,0
39,2024-04-06 15:57:00,0
40,2024-04-06 16:07:00,0
41,2024-04-06 16:17:00,0
42,2024-04-06 16:27:00,0
43,2024-04-06 16:37:00,0
44,2024-04-06 16:47:00,0
45,2024-04-06 16:57:00,0
46,2024-04-06 17:07:00,0
47,2024-04-06 17:17:00,0
48,2024-04-06 17:27:00,0
49,2024-04-06 17:37:00,0
50,2024-04-06 17:47:00,0
51,2024-04-06 17:57:00,0
52,2024-04-06 18:07:00,0
53,2024-04-06 18:17:00,0
54,2024-04-06 18:27:00,0
55,2024-04-06 18:37:00,0
56,2024-04-06 18:47:00,0
57,2024-04-06 18:57:00,0
58,2024-04-06 19:07:00,0
59,2024-04-06 19:17:00,0
60,2024-04-06 19:27:00,0
61,2024-04-06 19:37:00,0
62,2024-04-06 19:47:00,0
63,2024-04-06 19:57:00,0
64,2024-04-06 20:07:00,0
65,2024-04-06 20:17:00,0
66,2024-04-06 20:27:00,0
67,2024-04-06 20:37:00,0
68,2024-04-06 20:47:00,0
69,2024-04-06 20:57:00,1
70,2024-04-06 21:07:00,1
71,2024-04-06 21:17:00,1
72,2024-04-06 21:27:00,1
73,2024-04-06 21:37:00,1
74,2024-04-06 21:47:00,1
75,2024-04-06 21:57:00,1
76,2024-04-06 22:07:00,0
77,2024-04-06 22:17:00,0
78,2024-04-06 22:27:00,1
79,2024-04-06 22:37:00,1
80,2024-04-06 22:47:00,1
81,2024-04-06 22:57:00,1
82,2024-04-06 23:07:00,1
83,2024-04-06 23:17:00,1
84,2024-04-06 23:27:00,1
85,2024-04-06 23:37:00,0
86,2024-04-06 23:47:00,0
87,2024-04-06 23:57:00,0
88,2024-04-07 00:07:00,0
89,2024-04-07 00:17:00,1
90,2024-04-07 00:27:00,1
91,2024-04-07 00:37:00,0
92,2024-04-07 00:47:00,0
93,2024-04-07 00:57:00,0
94,2024-04-07 01:07:00,0
95,2024-04-07 01:17:00,0
96,2024-04-07 01:27:00,0
97,2024-04-07 01:37:00,0
98,2024-04-07 01:47:00,0
99,2024-04-07 01:57:00,0
100,2024-04-07 02:07:00,0
101,2024-04-07 02:17:00,1
102,2024-04-07 02:27:00,1
103,2024-04-07 02:37:00,1
104,2024-04-07 02:47:00,1
105,2024-04-07 02:57:00,1
106,2024-04-07 03:07:00,1
107,2024-04-07 03:17:00,1
108,2024-04-07 03:27:00,1
109,2024-04-07 03:37:00,0
110,2024-04-07 03:47:00,0
111,2024-04-07 03:57:00,0
112,2024-04-07 04:07:00,0
113,2024-04-07 04:17:00,0
114,2024-04-07 04:27:00,0
115,2024-04-07 04:37:00,0
116,2024-04-07 04:47:00,0
117,2024-04-07 04:57:00,0
118,2024-04-07 05:07:00,0
119,2024-04-07 05:17:00,0
120,2024-04-07 05:27:00,0
121,2024-04-07 05:37:00,0
122,2024-04-07 05:47:00,2
123,2024-04-07 05:57:00,2
124,2024-04-07 06:07:00,2
125,2024-04-07 06:17:00,2
126,2024-04-07 06:27:00,2
127,2024-04-07 06:37:00,0
128,2024-04-07 06:47:00,0
129,2024-04-07 06:57:00,0
130,2024-04-07 07:07:00,0
131,2024-04-07 07:17:00,0
132,2024-04-07 07:27:00,0
133,2024-04-07 07:37:00,0
134,2024-04-07 07:47:00,0
135,2024-04-07 07:57:00,0
136,2024-04-07 08:07:00,0
137,2024-04-07 08:17:00,0
138,2024-04-07 08:27:00,0
139,2024-04-07 08:37:00,0
140,2024-04-07 08:47:00,0
141,2024-04-07 08:57:00,0
142,2024-04-07 09:07:00,0
143,2024-04-07 09:17:00,0
144,2024-04-07 09:27:00,0
145,2024-04-07 09:37:00,0
146,2024-04-07 09:47:00,0
147,2024-04-07 09:57:00,0
148,2024-04-07 10:07:00,0
149,2024-04-07 10:17:00,0
150,2024-04-07 10:27:00,0
151,2024-04-07 10:37:00,0
152,2024-04-07 10:47:00,0
153,2024-04-07 10:57:00,0
154,2024-04-07 11:07:00,0
155,2024-04-07 11:17:00,0
156,2024-04-07 11:27:00,0
157,2024-04-07 11:37:00,0
158,2024-04-07 11:47:00,0
159,2024-04-07 11:57:00,0
160,2024-04-07 12:07:00,0
161,2024-04-07 12:17:00,0
162,2024-04-07 12:27:00,0
163,2024-04-07 12:37:00,0
164,2024-04-07 12:47:00,0
165,2024-04-07 12:57:00,0
166,2024-04-07 13:07:00,0
167,2024-04-07 13:17:00,0
168,2024-04-07 13:27:00,0
169,2024-04-07 13:37:00,0
170,2024-04-07 13:47:00,0
171,2024-04-07 13:57:00,0
172,2024-04-07 14:07:00,0
173,2024-04-07 14:17:00,0
174,2024-04-07 14:27:00,0
175,2024-04-07 14:37:00,0
176,2024-04-07 14:47:00,0
177,2024-04-07 14:57:00,0
178,2024-04-07 15:07:00,0
179,2024-04-07 15:17:00,0
180,2024-04-07 15:27:00,0
181,2024-04-07 15:37:00,0
182,2024-04-07 15:47:00,0
183,2024-04-07 15:57:00,0
184,2024-04-07 16:07:00,0
185,2024-04-07 16:17:00,0
186,2024-04-07 16:27:00,0
187,2024-04-07 16:37:00,0
188,2024-04-07 16:47:00,0
189,2024-04-07 16:57:00,0
190,2024-04-07 17:07:00,0
191,2024-04-07 17:17:00,0
192,2024-04-07 17:27:00,0
193,2024-04-07 17:37:00,0
194,2024-04-07 17:47:00,0
195,2024-04-07 17:57:00,0
196,2024-04-07 18:07:00,0
197,2024-04-07 18:17:00,0
198,2024-04-07 18:27:00,0
199,2024-04-07 18:37:00,0
200,2024-04-07 18:47:00,0
201,2024-04-07 18:57:00,0
202,2024-04-07 19:07:00,0
203,2024-04-07 19:17:00,0
204,2024-04-07 19:27:00,0
205,2024-04-07 19:37:00,0
206,2024-04-07 19:47:00,0
207,2024-04-07 19:57:00,0
208,2024-04-07 20:07:00,0
209,2024-04-07 20:17:00,0
210,2024-04-07 20:27:00,0
211,2024-04-07 20:37:00,0
212,2024-04-07 20:47:00,0
213,2024-04-07 20:57:00,0
214,2024-04-07 21:07:00,0
215,2024-04-07 21:17:00,0
216,2024-04-07 21:27:00,0
217,2024-04-07 21:37:00,0
218,2024-04-07 21:47:00,0
219,2024-04-07 21:57:00,0
220,2024-04-07 22:07:00,0
221,2024-04-07 22:17:00,0
222,2024-04-07 22:27:00,0
223,2024-04-07 22:37:00,0
224,2024-04-07 22:47:00,0
225,2024-04-07 22:57:00,0
226,2024-04-07 23:07:00,0
227,2024-04-07 23:17:00,0
228,2024-04-07 23:27:00,0
229,2024-04-07 23:37:00,0
230,2024-04-07 23:47:00,0
231,2024-04-07 23:57:00,0
232,2024-04-08 00:07:00,0
233,2024-04-08 00:17:00,0
234,2024-04-08 00:27:00,0
235,2024-04-08 00:37:00,1
236,2024-04-08 00:47:00,0
237,2024-04-08 00:57:00,0
238,2024-04-08 01:07:00,0
239,2024-04-08 01:17:00,1
240,2024-04-08 01:27:00,1
241,2024-04-08 01:37:00,1
242,2024-04-08 01:47:00,0
243,2024-04-08 01:57:00,0
244,2024-04-08 02:07:00,0
245,2024-04-08 02:17:00,0
246,2024-04-08 02:27:00,0
247,2024-04-08 02:37:00,0
248,2024-04-08 02:47:00,0
249,2024-04-08 02:57:00,0
250,2024-04-08 03:07:00,0
251,2024-04-08 03:17:00,0
252,2024-04-08 03:27:00,0
253,2024-04-08 03:37:00,0
254,2024-04-08 03:47:00,1
255,2024-04-08 03:57:00,1
256,2024-04-08 04:07:00,1
257,2024-04-08 04:17:00,1
258,2024-04-08 04:27:00,1
259,2024-04-08 04:37:00,1
260,2024-04-08 04:47:00,0
261,2024-04-08 04:57:00,0
262,2024-04-08 05:07:00,0
263,2024-04-08 05:17:00,0
264,2024-04-08 05:27:00,0
265,2024-04-08 05:37:00,0
266,2024-04-08 05:47:00,0
267,2024-04-08 05:57:00,0
268,2024-04-08 06:07:00,0
269,2024-04-08 06:17:00,0
270,2024-04-08 06:27:00,0
271,2024-04-08 06:37:00,0
272,2024-04-08 06:47:00,0
273,2024-04-08 06:57:00,0
274,2024-04-08 07:07:00,0
275,2024-04-08 07:17:00,0
276,2024-04-08 07:27:00,0
277,2024-04-08 07:37:00,0
278,2024-04-08 07:47:00,0
279,2024-04-08 07:57:00,0
280,2024-04-08 08:07:00,0
281,2024-04-08 08:17:00,1
282,2024-04-08 08:27:00,1
283,2024-04-08 08:37:00,1
284,2024-04-08 08:47:00,0
285,2024-04-08 08:57:00,0
286,2024-04-08 09:07:00,0
287,2024-04-08 09:17:00,0
288,2024-04-08 09:27:00,0
289,2024-04-08 09:37:00,0
290,2024-04-08 09:47:00,0
291,2024-04-08 09:57:00,0
292,2024-04-08 10:07:00,0
293,2024-04-08 10:17:00,0
294,2024-04-08 10:27:00,0
295,2024-04-08 10:37:00,0
296,2024-04-08 10:47:00,0
297,2024-04-08 10:57:00,0
298,2024-04-08 11:07:00,0
299,2024-04-08 11:17:00,0
300,2024-04-08 11:27:00,0
301,2024-04-08 11:37:00,0
302,2024-04-08 11:47:00,0
303,2024-04-08 11:57:00,0
304,2024-04-08 12:07:00,0
305,2024-04-08 12:17:00,0
306,2024-04-08 12:27:00,0
307,2024-04-08 12:37:00,0
308,2024-04-08 12:47:00,0
309,2024-04-08 12:57:00,0
310,2024-04-08 13:07:00,0
311,2024-04-08 13:17:00,0
312,2024-04-08 13:27:00,0
313,2024-04-08 13:37:00,0
314,2024-04-08 13:47:00,0
315,2024-04-08 13:57:00,0
316,2024-04-08 14:07:00,0
317,2024-04-08 14:17:00,0
318,2024-04-08 14:27:00,0
319,2024-04-08 14:37:00,0
320,2024-04-08 14:47:00,0
321,2024-04-08 14:57:00,0
322,2024-04-08 15:07:00,0
323,2024-04-08 15:17:00,0
324,2024-04-08 15:27:00,0
325,2024-04-08 15:37:00,0
326,2024-04-08 15:47:00,0
